Tract Code,Tract Income Level,Distressed or Under-served Tract,Tract Median Family Income %,2019 FFIEC Est. MSA/MD non-MSA/MD Median Family Income,2019 Est. Tract Median Family Income,2015 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units,Year,County
9400.03,Middle,No,91.90,"$70,200","$64,514","$62,917",6790,54.92,3729,982,1699,2013,Pierce
9400.04,Middle,No,106.67,"$70,200","$74,882","$73,029",6504,16.53,1075,1968,2592,2013,Pierce
9400.05,Middle,No,113.20,"$70,200","$79,466","$77,500",5839,39.34,2297,1676,2077,2013,Pierce
9400.06,Low,No,25.98,"$70,200","$18,238","$17,788",2447,69.47,1700,67,474,2013,Pierce
9400.07,Moderate,No,68.02,"$70,200","$47,750","$46,574",3150,62.16,1958,620,1131,2013,Pierce
9400.08,Middle,No,114.90,"$70,200","$80,660","$78,667",5902,34.65,2045,1532,1905,2013,Pierce
9400.09,Middle,No,109.76,"$70,200","$77,052","$75,144",2845,16.94,482,893,1078,2013,Pierce
9400.10,Moderate,No,73.89,"$70,200","$51,871","$50,588",3985,18.32,730,1121,1680,2013,Pierce
9400.11,Upper,No,169.47,"$70,200","$118,968","$116,023",4106,25.45,1045,1487,1652,2013,Pierce
0602.00,Upper,No,166.93,"$70,200","$117,185","$114,286",1928,49.64,957,143,206,2013,Pierce
0603.00,Middle,No,114.07,"$70,200","$80,077","$78,095",4106,14.59,599,1301,1658,2013,Pierce
0604.00,Upper,No,132.62,"$70,200","$93,099","$90,795",3896,13.89,541,1323,1630,2013,Pierce
0605.00,Upper,No,158.48,"$70,200","$111,253","$108,500",3923,13.18,517,1336,1650,2013,Pierce
0606.00,Upper,No,143.38,"$70,200","$100,653","$98,164",5262,16.93,891,1256,2088,2013,Pierce
0607.00,Upper,No,120.75,"$70,200","$84,767","$82,669",6523,16.77,1094,1169,2185,2013,Pierce
0608.00,Upper,No,125.82,"$70,200","$88,326","$86,141",4940,13.91,687,1710,2233,2013,Pierce
0609.03,Upper,No,121.46,"$70,200","$85,265","$83,158",3043,21.20,645,972,1111,2013,Pierce
0609.04,Moderate,No,59.29,"$70,200","$41,622","$40,593",5015,23.83,1195,958,1739,2013,Pierce
0609.05,Middle,No,101.02,"$70,200","$70,916","$69,167",6359,25.63,1630,1576,1687,2013,Pierce
0609.06,Middle,No,93.44,"$70,200","$65,595","$63,971",2045,24.01,491,743,841,2013,Pierce
0610.01,Upper,No,147.38,"$70,200","$103,461","$100,906",3791,18.94,718,1223,1258,2013,Pierce
0610.02,Middle,No,87.39,"$70,200","$61,348","$59,833",4187,33.05,1384,697,1110,2013,Pierce
0611.00,Middle,No,99.08,"$70,200","$69,554","$67,833",6200,27.03,1676,1482,2222,2013,Pierce
0612.00,Moderate,No,77.08,"$70,200","$54,110","$52,772",4968,31.12,1546,1223,1929,2013,Pierce
0613.00,Moderate,No,56.70,"$70,200","$39,803","$38,824",4808,49.27,2369,935,1942,2013,Pierce
0614.00,Low,No,17.84,"$70,200","$12,524","$12,220",4442,54.86,2437,52,479,2013,Pierce
0615.00,Middle,No,86.34,"$70,200","$60,611","$59,113",4742,25.37,1203,187,802,2013,Pierce
0616.01,Low,No,46.16,"$70,200","$32,404","$31,607",1824,36.46,665,116,159,2013,Pierce
0616.02,Middle,No,85.71,"$70,200","$60,168","$58,681",956,35.88,343,48,150,2013,Pierce
0617.00,Moderate,No,55.74,"$70,200","$39,129","$38,167",4578,60.40,2765,735,1471,2013,Pierce
0618.00,Low,No,49.17,"$70,200","$34,517","$33,667",2880,51.08,1471,562,1059,2013,Pierce
0619.00,Moderate,No,70.09,"$70,200","$49,203","$47,991",1961,43.09,845,343,610,2013,Pierce
0620.00,Moderate,No,69.46,"$70,200","$48,761","$47,557",4228,45.29,1915,1069,1529,2013,Pierce
0623.00,Middle,No,80.07,"$70,200","$56,209","$54,821",5244,60.79,3188,1166,1604,2013,Pierce
0624.00,Middle,No,95.03,"$70,200","$66,711","$65,065",5471,36.03,1971,1415,1933,2013,Pierce
0625.00,Middle,No,85.45,"$70,200","$59,986","$58,505",7073,40.70,2879,1903,2743,2013,Pierce
0626.00,Moderate,No,53.53,"$70,200","$37,578","$36,653",2977,50.22,1495,433,949,2013,Pierce
0628.01,Moderate,No,60.04,"$70,200","$42,148","$41,108",6130,49.85,3056,505,1567,2013,Pierce
0628.02,Moderate,No,78.99,"$70,200","$55,451","$54,079",4112,51.12,2102,989,1541,2013,Pierce
0629.00,Moderate,No,76.95,"$70,200","$54,019","$52,682",7365,49.98,3681,1371,2234,2013,Pierce
0630.00,Moderate,No,67.50,"$70,200","$47,385","$46,212",2956,45.64,1349,607,890,2013,Pierce
0631.00,Middle,No,89.29,"$70,200","$62,682","$61,136",4270,39.58,1690,1191,1706,2013,Pierce
0632.00,Middle,No,81.95,"$70,200","$57,529","$56,111",4855,39.32,1909,1615,1951,2013,Pierce
0633.00,Moderate,No,61.59,"$70,200","$43,236","$42,170",7857,66.20,5201,1701,2366,2013,Pierce
0634.00,Middle,No,81.24,"$70,200","$57,030","$55,625",7592,47.30,3591,1539,2170,2013,Pierce
0635.01,Moderate,No,59.24,"$70,200","$41,586","$40,560",4164,56.00,2332,1012,1373,2013,Pierce
0635.02,Moderate,No,73.88,"$70,200","$51,864","$50,580",5179,65.90,3413,975,1477,2013,Pierce
0701.00,Middle,No,106.17,"$70,200","$74,531","$72,692",3406,9.57,326,834,1437,2013,Pierce
0702.03,Upper,No,132.37,"$70,200","$92,924","$90,625",5203,12.95,674,1532,1721,2013,Pierce
0702.04,Moderate,No,79.84,"$70,200","$56,048","$54,662",3598,12.42,447,1101,1375,2013,Pierce
0702.05,Middle,No,114.41,"$70,200","$80,316","$78,333",3458,10.18,352,965,1289,2013,Pierce
0702.06,Middle,No,112.49,"$70,200","$78,968","$77,019",4172,8.10,338,1084,1374,2013,Pierce
0702.07,Middle,No,111.88,"$70,200","$78,540","$76,598",4948,7.80,386,1258,1567,2013,Pierce
0703.07,Upper,No,164.43,"$70,200","$115,430","$112,574",4876,9.74,475,1454,1694,2013,Pierce
0703.08,Middle,No,105.40,"$70,200","$73,991","$72,165",3782,13.22,500,1007,1389,2013,Pierce
0703.09,Upper,No,128.30,"$70,200","$90,067","$87,839",5601,11.21,628,1523,1865,2013,Pierce
0703.10,Upper,No,122.78,"$70,200","$86,192","$84,063",5178,15.82,819,1507,1709,2013,Pierce
0703.11,Middle,No,114.37,"$70,200","$80,288","$78,300",4624,13.65,631,1474,1639,2013,Pierce
0703.12,Upper,No,127.91,"$70,200","$89,793","$87,574",4869,17.95,874,1192,1628,2013,Pierce
0703.13,Middle,No,115.61,"$70,200","$81,158","$79,152",6029,10.17,613,1754,2179,2013,Pierce
0703.14,Upper,No,135.06,"$70,200","$94,812","$92,470",2880,11.98,345,847,1042,2013,Pierce
0703.15,Upper,No,138.93,"$70,200","$97,529","$95,118",4597,21.45,986,1498,1612,2013,Pierce
0703.16,Upper,No,129.83,"$70,200","$91,141","$88,889",5207,33.01,1719,1155,1135,2013,Pierce
0704.01,Upper,No,128.39,"$70,200","$90,130","$87,904",2046,13.69,280,655,773,2013,Pierce
0704.03,Middle,No,98.27,"$70,200","$68,986","$67,281",3693,13.95,515,970,1254,2013,Pierce
0704.04,Upper,No,127.64,"$70,200","$89,603","$87,386",4465,16.19,723,1321,1475,2013,Pierce
0707.03,Middle,No,98.43,"$70,200","$69,098","$67,389",6065,20.48,1242,1219,1867,2013,Pierce
0711.00,Middle,No,94.03,"$70,200","$66,009","$64,375",2362,21.25,502,684,951,2013,Pierce
0712.05,Middle,No,108.60,"$70,200","$76,237","$74,352",4668,15.85,740,1544,1859,2013,Pierce
0712.06,Middle,No,105.45,"$70,200","$74,026","$72,200",6589,23.13,1524,1583,2000,2013,Pierce
0712.07,Moderate,No,67.89,"$70,200","$47,659","$46,483",5671,25.82,1464,933,1716,2013,Pierce
0712.08,Middle,No,97.28,"$70,200","$68,291","$66,603",7128,23.93,1706,1571,2554,2013,Pierce
0712.09,Upper,No,131.92,"$70,200","$92,608","$90,321",4205,17.29,727,1278,1424,2013,Pierce
0712.10,Upper,No,160.87,"$70,200","$112,931","$110,139",4515,17.17,775,1399,1583,2013,Pierce
0713.04,Middle,No,92.12,"$70,200","$64,668","$63,068",5895,25.92,1528,1260,1807,2013,Pierce
0713.05,Middle,No,94.00,"$70,200","$65,988","$64,355",3705,25.32,938,1046,1312,2013,Pierce
0713.06,Middle,No,103.30,"$70,200","$72,517","$70,722",6166,27.21,1678,1923,2319,2013,Pierce
0713.07,Middle,No,100.27,"$70,200","$70,390","$68,649",4629,21.32,987,1101,1485,2013,Pierce
0713.09,Middle,No,113.82,"$70,200","$79,902","$77,928",4335,29.71,1288,1046,1436,2013,Pierce
0713.10,Upper,No,124.88,"$70,200","$87,666","$85,500",4571,25.16,1150,1447,1626,2013,Pierce
0714.03,Middle,No,100.35,"$70,200","$70,446","$68,707",3994,31.45,1256,1134,1554,2013,Pierce
0714.06,Middle,No,109.54,"$70,200","$76,897","$75,000",6126,35.50,2175,1494,2128,2013,Pierce
0714.07,Middle,No,94.83,"$70,200","$66,571","$64,924",6632,30.52,2024,1681,2106,2013,Pierce
0714.08,Middle,No,81.10,"$70,200","$56,932","$55,526",4005,40.62,1627,883,1394,2013,Pierce
0714.09,Moderate,No,75.46,"$70,200","$52,973","$51,667",4409,38.53,1699,983,1530,2013,Pierce
0714.10,Middle,No,100.00,"$70,200","$70,200","$68,462",5724,41.40,2370,1485,2065,2013,Pierce
0714.11,Middle,No,88.69,"$70,200","$62,260","$60,720",4725,45.88,2168,1188,1686,2013,Pierce
0715.03,Middle,No,88.19,"$70,200","$61,909","$60,379",5115,39.98,2045,1247,1748,2013,Pierce
0715.04,Moderate,No,55.89,"$70,200","$39,235","$38,264",5539,30.66,1698,598,1392,2013,Pierce
0715.05,Middle,No,95.01,"$70,200","$66,697","$65,052",5202,35.49,1846,1541,2041,2013,Pierce
0715.06,Middle,No,101.38,"$70,200","$71,169","$69,408",5314,35.98,1912,1361,1724,2013,Pierce
0716.01,Moderate,No,68.45,"$70,200","$48,052","$46,863",4920,54.74,2693,871,1496,2013,Pierce
0716.02,Moderate,No,60.68,"$70,200","$42,597","$41,545",7355,49.14,3614,1266,2005,2013,Pierce
0717.03,Moderate,No,55.74,"$70,200","$39,129","$38,164",3670,63.60,2334,135,477,2013,Pierce
0717.04,Moderate,No,52.17,"$70,200","$36,623","$35,722",4360,71.95,3137,194,523,2013,Pierce
0717.05,Moderate,No,66.23,"$70,200","$46,493","$45,346",3768,45.86,1728,812,1359,2013,Pierce
0717.06,Middle,No,85.25,"$70,200","$59,846","$58,365",1909,50.03,955,245,520,2013,Pierce
0717.07,Moderate,No,68.53,"$70,200","$48,108","$46,920",2853,41.01,1170,536,953,2013,Pierce
0718.03,Middle,No,86.88,"$70,200","$60,990","$59,484",5254,54.17,2846,657,1520,2013,Pierce
0718.05,Moderate,No,58.99,"$70,200","$41,411","$40,392",3625,69.82,2531,362,757,2013,Pierce
0718.06,Low,No,38.65,"$70,200","$27,132","$26,462",4213,69.40,2924,170,725,2013,Pierce
0718.07,Moderate,No,54.40,"$70,200","$38,189","$37,248",3480,52.61,1831,563,681,2013,Pierce
0718.08,Moderate,No,61.12,"$70,200","$42,906","$41,850",3920,62.93,2467,617,1225,2013,Pierce
0719.01,Middle,No,84.50,"$70,200","$59,319","$57,857",4713,42.20,1989,970,1740,2013,Pierce
0719.02,Upper,No,127.80,"$70,200","$89,716","$87,500",5183,23.09,1197,1628,2105,2013,Pierce
0720.00,Moderate,No,56.25,"$70,200","$39,488","$38,512",4779,44.80,2141,434,1701,2013,Pierce
0721.05,Upper,No,131.74,"$70,200","$92,481","$90,192",5230,33.69,1762,1574,1697,2013,Pierce
0721.06,Middle,No,95.63,"$70,200","$67,132","$65,472",5921,41.34,2448,982,1493,2013,Pierce
0721.07,Upper,No,124.01,"$70,200","$87,055","$84,904",4197,31.71,1331,1383,1654,2013,Pierce
0602.00,Upper,No,166.93,"$67,000","$111,843","$114,286",1928,49.64,957,143,206,2014,Pierce
0603.00,Middle,No,114.07,"$67,000","$76,427","$78,095",4106,14.59,599,1301,1658,2014,Pierce
0604.00,Upper,No,132.62,"$67,000","$88,855","$90,795",3896,13.89,541,1323,1630,2014,Pierce
0605.00,Upper,No,158.48,"$67,000","$106,182","$108,500",3923,13.18,517,1336,1650,2014,Pierce
0606.00,Upper,No,143.38,"$67,000","$96,065","$98,164",5262,16.93,891,1256,2088,2014,Pierce
0607.00,Upper,No,120.75,"$67,000","$80,903","$82,669",6523,16.77,1094,1169,2185,2014,Pierce
0608.00,Upper,No,125.82,"$67,000","$84,299","$86,141",4940,13.91,687,1710,2233,2014,Pierce
0609.03,Upper,No,121.46,"$67,000","$81,378","$83,158",3043,21.20,645,972,1111,2014,Pierce
0609.04,Moderate,No,59.29,"$67,000","$39,724","$40,593",5015,23.83,1195,958,1739,2014,Pierce
0609.05,Middle,No,101.02,"$67,000","$67,683","$69,167",6359,25.63,1630,1576,1687,2014,Pierce
0609.06,Middle,No,93.44,"$67,000","$62,605","$63,971",2045,24.01,491,743,841,2014,Pierce
0610.01,Upper,No,147.38,"$67,000","$98,745","$100,906",3791,18.94,718,1223,1258,2014,Pierce
0610.02,Middle,No,87.39,"$67,000","$58,551","$59,833",4187,33.05,1384,697,1110,2014,Pierce
0611.00,Middle,No,99.08,"$67,000","$66,384","$67,833",6200,27.03,1676,1482,2222,2014,Pierce
0612.00,Moderate,No,77.08,"$67,000","$51,644","$52,772",4968,31.12,1546,1223,1929,2014,Pierce
0613.00,Moderate,No,56.70,"$67,000","$37,989","$38,824",4808,49.27,2369,935,1942,2014,Pierce
0614.00,Low,No,17.84,"$67,000","$11,953","$12,220",4442,54.86,2437,52,479,2014,Pierce
0615.00,Middle,No,86.34,"$67,000","$57,848","$59,113",4742,25.37,1203,187,802,2014,Pierce
0616.01,Low,No,46.16,"$67,000","$30,927","$31,607",1824,36.46,665,116,159,2014,Pierce
0616.02,Middle,No,85.71,"$67,000","$57,426","$58,681",956,35.88,343,48,150,2014,Pierce
0617.00,Moderate,No,55.74,"$67,000","$37,346","$38,167",4578,60.40,2765,735,1471,2014,Pierce
0618.00,Low,No,49.17,"$67,000","$32,944","$33,667",2880,51.08,1471,562,1059,2014,Pierce
0619.00,Moderate,No,70.09,"$67,000","$46,960","$47,991",1961,43.09,845,343,610,2014,Pierce
0620.00,Moderate,No,69.46,"$67,000","$46,538","$47,557",4228,45.29,1915,1069,1529,2014,Pierce
0623.00,Middle,No,80.07,"$67,000","$53,647","$54,821",5244,60.79,3188,1166,1604,2014,Pierce
0624.00,Middle,No,95.03,"$67,000","$63,670","$65,065",5471,36.03,1971,1415,1933,2014,Pierce
0625.00,Middle,No,85.45,"$67,000","$57,252","$58,505",7073,40.70,2879,1903,2743,2014,Pierce
0626.00,Moderate,No,53.53,"$67,000","$35,865","$36,653",2977,50.22,1495,433,949,2014,Pierce
0628.01,Moderate,No,60.04,"$67,000","$40,227","$41,108",6130,49.85,3056,505,1567,2014,Pierce
0628.02,Moderate,No,78.99,"$67,000","$52,923","$54,079",4112,51.12,2102,989,1541,2014,Pierce
0629.00,Moderate,No,76.95,"$67,000","$51,557","$52,682",7365,49.98,3681,1371,2234,2014,Pierce
0630.00,Moderate,No,67.50,"$67,000","$45,225","$46,212",2956,45.64,1349,607,890,2014,Pierce
0631.00,Middle,No,89.29,"$67,000","$59,824","$61,136",4270,39.58,1690,1191,1706,2014,Pierce
0632.00,Middle,No,81.95,"$67,000","$54,907","$56,111",4855,39.32,1909,1615,1951,2014,Pierce
0633.00,Moderate,No,61.59,"$67,000","$41,265","$42,170",7857,66.20,5201,1701,2366,2014,Pierce
0634.00,Middle,No,81.24,"$67,000","$54,431","$55,625",7592,47.30,3591,1539,2170,2014,Pierce
0635.01,Moderate,No,59.24,"$67,000","$39,691","$40,560",4164,56.00,2332,1012,1373,2014,Pierce
0635.02,Moderate,No,73.88,"$67,000","$49,500","$50,580",5179,65.90,3413,975,1477,2014,Pierce
0701.00,Middle,No,106.17,"$67,000","$71,134","$72,692",3406,9.57,326,834,1437,2014,Pierce
0702.03,Upper,No,132.37,"$67,000","$88,688","$90,625",5203,12.95,674,1532,1721,2014,Pierce
0702.04,Moderate,No,79.84,"$67,000","$53,493","$54,662",3598,12.42,447,1101,1375,2014,Pierce
0702.05,Middle,No,114.41,"$67,000","$76,655","$78,333",3458,10.18,352,965,1289,2014,Pierce
0702.06,Middle,No,112.49,"$67,000","$75,368","$77,019",4172,8.10,338,1084,1374,2014,Pierce
0702.07,Middle,No,111.88,"$67,000","$74,960","$76,598",4948,7.80,386,1258,1567,2014,Pierce
0703.07,Upper,No,164.43,"$67,000","$110,168","$112,574",4876,9.74,475,1454,1694,2014,Pierce
0703.08,Middle,No,105.40,"$67,000","$70,618","$72,165",3782,13.22,500,1007,1389,2014,Pierce
0703.09,Upper,No,128.30,"$67,000","$85,961","$87,839",5601,11.21,628,1523,1865,2014,Pierce
0703.10,Upper,No,122.78,"$67,000","$82,263","$84,063",5178,15.82,819,1507,1709,2014,Pierce
0703.11,Middle,No,114.37,"$67,000","$76,628","$78,300",4624,13.65,631,1474,1639,2014,Pierce
0703.12,Upper,No,127.91,"$67,000","$85,700","$87,574",4869,17.95,874,1192,1628,2014,Pierce
0703.13,Middle,No,115.61,"$67,000","$77,459","$79,152",6029,10.17,613,1754,2179,2014,Pierce
0703.14,Upper,No,135.06,"$67,000","$90,490","$92,470",2880,11.98,345,847,1042,2014,Pierce
0703.15,Upper,No,138.93,"$67,000","$93,083","$95,118",4597,21.45,986,1498,1612,2014,Pierce
0703.16,Upper,No,129.83,"$67,000","$86,986","$88,889",5207,33.01,1719,1155,1135,2014,Pierce
0704.01,Upper,No,128.39,"$67,000","$86,021","$87,904",2046,13.69,280,655,773,2014,Pierce
0704.03,Middle,No,98.27,"$67,000","$65,841","$67,281",3693,13.95,515,970,1254,2014,Pierce
0704.04,Upper,No,127.64,"$67,000","$85,519","$87,386",4465,16.19,723,1321,1475,2014,Pierce
0707.03,Middle,No,98.43,"$67,000","$65,948","$67,389",6065,20.48,1242,1219,1867,2014,Pierce
0711.00,Middle,No,94.03,"$67,000","$63,000","$64,375",2362,21.25,502,684,951,2014,Pierce
0712.05,Middle,No,108.60,"$67,000","$72,762","$74,352",4668,15.85,740,1544,1859,2014,Pierce
0712.06,Middle,No,105.45,"$67,000","$70,652","$72,200",6589,23.13,1524,1583,2000,2014,Pierce
0712.07,Moderate,No,67.89,"$67,000","$45,486","$46,483",5671,25.82,1464,933,1716,2014,Pierce
0712.08,Middle,No,97.28,"$67,000","$65,178","$66,603",7128,23.93,1706,1571,2554,2014,Pierce
0712.09,Upper,No,131.92,"$67,000","$88,386","$90,321",4205,17.29,727,1278,1424,2014,Pierce
0712.10,Upper,No,160.87,"$67,000","$107,783","$110,139",4515,17.17,775,1399,1583,2014,Pierce
0713.04,Middle,No,92.12,"$67,000","$61,720","$63,068",5895,25.92,1528,1260,1807,2014,Pierce
0713.05,Middle,No,94.00,"$67,000","$62,980","$64,355",3705,25.32,938,1046,1312,2014,Pierce
0713.06,Middle,No,103.30,"$67,000","$69,211","$70,722",6166,27.21,1678,1923,2319,2014,Pierce
0713.07,Middle,No,100.27,"$67,000","$67,181","$68,649",4629,21.32,987,1101,1485,2014,Pierce
0713.09,Middle,No,113.82,"$67,000","$76,259","$77,928",4335,29.71,1288,1046,1436,2014,Pierce
0713.10,Upper,No,124.88,"$67,000","$83,670","$85,500",4571,25.16,1150,1447,1626,2014,Pierce
0714.03,Middle,No,100.35,"$67,000","$67,235","$68,707",3994,31.45,1256,1134,1554,2014,Pierce
0714.06,Middle,No,109.54,"$67,000","$73,392","$75,000",6126,35.50,2175,1494,2128,2014,Pierce
0714.07,Middle,No,94.83,"$67,000","$63,536","$64,924",6632,30.52,2024,1681,2106,2014,Pierce
0714.08,Middle,No,81.10,"$67,000","$54,337","$55,526",4005,40.62,1627,883,1394,2014,Pierce
0714.09,Moderate,No,75.46,"$67,000","$50,558","$51,667",4409,38.53,1699,983,1530,2014,Pierce
0714.10,Middle,No,100.00,"$67,000","$67,000","$68,462",5724,41.40,2370,1485,2065,2014,Pierce
0714.11,Middle,No,88.69,"$67,000","$59,422","$60,720",4725,45.88,2168,1188,1686,2014,Pierce
0715.03,Middle,No,88.19,"$67,000","$59,087","$60,379",5115,39.98,2045,1247,1748,2014,Pierce
0715.04,Moderate,No,55.89,"$67,000","$37,446","$38,264",5539,30.66,1698,598,1392,2014,Pierce
0715.05,Middle,No,95.01,"$67,000","$63,657","$65,052",5202,35.49,1846,1541,2041,2014,Pierce
0715.06,Middle,No,101.38,"$67,000","$67,925","$69,408",5314,35.98,1912,1361,1724,2014,Pierce
0716.01,Moderate,No,68.45,"$67,000","$45,862","$46,863",4920,54.74,2693,871,1496,2014,Pierce
0716.02,Moderate,No,60.68,"$67,000","$40,656","$41,545",7355,49.14,3614,1266,2005,2014,Pierce
0717.03,Moderate,No,55.74,"$67,000","$37,346","$38,164",3670,63.60,2334,135,477,2014,Pierce
0717.04,Moderate,No,52.17,"$67,000","$34,954","$35,722",4360,71.95,3137,194,523,2014,Pierce
0717.05,Moderate,No,66.23,"$67,000","$44,374","$45,346",3768,45.86,1728,812,1359,2014,Pierce
0717.06,Middle,No,85.25,"$67,000","$57,118","$58,365",1909,50.03,955,245,520,2014,Pierce
0717.07,Moderate,No,68.53,"$67,000","$45,915","$46,920",2853,41.01,1170,536,953,2014,Pierce
0718.03,Middle,No,86.88,"$67,000","$58,210","$59,484",5254,54.17,2846,657,1520,2014,Pierce
0718.05,Moderate,No,58.99,"$67,000","$39,523","$40,392",3625,69.82,2531,362,757,2014,Pierce
0718.06,Low,No,38.65,"$67,000","$25,896","$26,462",4213,69.40,2924,170,725,2014,Pierce
0718.07,Moderate,No,54.40,"$67,000","$36,448","$37,248",3480,52.61,1831,563,681,2014,Pierce
0718.08,Moderate,No,61.12,"$67,000","$40,950","$41,850",3920,62.93,2467,617,1225,2014,Pierce
0719.01,Middle,No,84.50,"$67,000","$56,615","$57,857",4713,42.20,1989,970,1740,2014,Pierce
0719.02,Upper,No,127.80,"$67,000","$85,626","$87,500",5183,23.09,1197,1628,2105,2014,Pierce
0720.00,Moderate,No,56.25,"$67,000","$37,688","$38,512",4779,44.80,2141,434,1701,2014,Pierce
0721.05,Upper,No,131.74,"$67,000","$88,266","$90,192",5230,33.69,1762,1574,1697,2014,Pierce
0721.06,Middle,No,95.63,"$67,000","$64,072","$65,472",5921,41.34,2448,982,1493,2014,Pierce
0721.07,Upper,No,124.01,"$67,000","$83,087","$84,904",4197,31.71,1331,1383,1654,2014,Pierce
0721.08,Moderate,No,78.09,"$67,000","$52,320","$53,468",5648,41.82,2362,1109,2309,2014,Pierce
0721.09,Upper,No,133.15,"$67,000","$89,211","$91,161",3468,24.57,852,1048,1311,2014,Pierce
0721.11,Middle,No,87.15,"$67,000","$58,391","$59,667",2514,30.43,765,533,790,2014,Pierce
0721.12,Middle,No,100.15,"$67,000","$67,101","$68,569",4369,44.79,1957,1033,1571,2014,Pierce
0723.05,Middle,No,108.85,"$67,000","$72,930","$74,526",5903,21.36,1261,1765,2380,2014,Pierce
0723.07,Middle,No,114.47,"$67,000","$76,695","$78,375",4357,32.02,1395,984,1297,2014,Pierce
0723.08,Middle,No,119.62,"$67,000","$80,145","$81,895",6886,29.57,2036,1668,2333,2014,Pierce
0723.09,Middle,No,97.43,"$67,000","$65,278","$66,704",5892,26.29,1549,1329,1712,2014,Pierce
0723.10,Middle,No,99.75,"$67,000","$66,833","$68,292",3803,30.55,1162,903,1064,2014,Pierce
0723.11,Low,No,49.81,"$67,000","$33,373","$34,105",4231,35.57,1505,597,1115,2014,Pierce
0723.12,Moderate,No,68.29,"$67,000","$45,754","$46,757",5612,48.11,2700,969,1415,2014,Pierce
0723.13,Upper,No,138.13,"$67,000","$92,547","$94,570",3797,33.16,1259,1051,1364,2014,Pierce
0724.05,Upper,No,144.41,"$67,000","$96,755","$98,866",4107,10.47,430,1229,1583,2014,Pierce
0724.06,Upper,No,142.98,"$67,000","$95,797","$97,888",5831,13.17,768,1783,2153,2014,Pierce
0724.07,Middle,No,118.52,"$67,000","$79,408","$81,146",4790,16.91,810,1128,1625,2014,Pierce
0724.08,Upper,No,125.73,"$67,000","$84,239","$86,078",5919,12.32,729,1682,2156,2014,Pierce
0724.09,Upper,No,156.66,"$67,000","$104,962","$107,257",2510,8.29,208,764,1040,2014,Pierce
0724.10,Upper,No,155.12,"$67,000","$103,930","$106,204",3633,8.81,320,1054,1385,2014,Pierce
0725.03,Middle,No,117.32,"$67,000","$78,604","$80,324",4186,11.56,484,1242,1630,2014,Pierce
0725.04,Upper,No,152.84,"$67,000","$102,403","$104,643",4638,15.11,701,992,1461,2014,Pierce
0725.05,Upper,No,138.03,"$67,000","$92,480","$94,500",6904,12.82,885,2196,2697,2014,Pierce
0725.06,Upper,No,155.62,"$67,000","$104,265","$106,542",3438,9.71,334,1177,1405,2014,Pierce
0725.07,Middle,No,110.67,"$67,000","$74,149","$75,769",2643,9.16,242,825,1232,2014,Pierce
0726.01,Middle,No,102.24,"$67,000","$68,501","$70,000",5235,12.45,652,1406,2076,2014,Pierce
0726.02,Middle,No,106.99,"$67,000","$71,683","$73,250",3898,10.83,422,983,1992,2014,Pierce
0726.03,Moderate,No,76.43,"$67,000","$51,208","$52,326",6462,18.31,1183,1598,2965,2014,Pierce
0728.00,Upper,No,128.86,"$67,000","$86,336","$88,224",8267,36.12,2986,1829,2525,2014,Pierce
0729.01,Moderate,No,64.58,"$67,000","$43,269","$44,219",2507,36.26,909,0,726,2014,Pierce
0729.03,Moderate,No,73.27,"$67,000","$49,091","$50,165",2716,40.35,1096,0,414,2014,Pierce
0729.05,Moderate,No,57.35,"$67,000","$38,425","$39,263",5214,38.99,2033,22,1237,2014,Pierce
0729.06,Moderate,No,57.05,"$67,000","$38,224","$39,063",1392,29.67,413,0,63,2014,Pierce
0729.07,Moderate,No,53.59,"$67,000","$35,905","$36,694",4679,44.03,2060,14,1044,2014,Pierce
0730.01,Middle,No,93.70,"$67,000","$62,779","$64,152",6082,15.88,966,1401,2122,2014,Pierce
0730.05,Middle,No,107.39,"$67,000","$71,951","$73,527",5431,12.08,656,1691,1970,2014,Pierce
0730.06,Middle,No,112.42,"$67,000","$75,321","$76,971",3828,12.38,474,963,1207,2014,Pierce
0731.08,Middle,No,93.77,"$67,000","$62,826","$64,202",7451,33.40,2489,1761,2478,2014,Pierce
0731.10,Upper,No,150.26,"$67,000","$100,674","$102,875",3864,15.97,617,1258,1397,2014,Pierce
0731.11,Upper,No,120.82,"$67,000","$80,949","$82,721",4346,19.72,857,1027,1406,2014,Pierce
0731.13,Middle,No,102.81,"$67,000","$68,883","$70,389",6364,23.57,1500,1722,2127,2014,Pierce
0731.14,Middle,No,96.47,"$67,000","$64,635","$66,050",5610,23.64,1326,1447,1904,2014,Pierce
0731.15,Middle,No,105.71,"$67,000","$70,826","$72,375",4449,18.77,835,1210,1505,2014,Pierce
0731.16,Middle,No,111.20,"$67,000","$74,504","$76,136",3352,16.53,554,1003,1237,2014,Pierce
0731.17,Middle,No,103.03,"$67,000","$69,030","$70,541",3791,12.08,458,1151,1361,2014,Pierce
0731.18,Upper,No,122.47,"$67,000","$82,055","$83,846",4601,12.65,582,1580,1787,2014,Pierce
0731.19,Middle,No,111.27,"$67,000","$74,551","$76,182",3154,11.32,357,1041,1287,2014,Pierce
0731.20,Middle,No,113.76,"$67,000","$76,219","$77,885",3412,29.69,1013,775,1161,2014,Pierce
